id,type,multi_hop,mode,ragas_faithfulness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall,reaq_hop_accuracy_corrected
hpa_custom_metrics_yaml,realworld,True,llm,,0.791105,,,
pbased_on_a_hrefhttpsstackoverflowcomquestions599,realworld,True,llm,,0.0,,,
pcopied_from_here_a_hrefhttpsgithubcomkubeflowpi,realworld,True,llm,,0.0,,,
pheres_a_simplified_version_of_a,realworld,True,llm,,0.721123,,,
pi_am_quite_new_to_tektonp,realworld,True,llm,,0.771208,,,
pi_am_wondering_if_it_is,realworld,True,llm,,0.814515,,,
pi_cant_find_documentation_on_how,realworld,True,llm,,0.60527,,,
pi_have_a_command_to_run,realworld,True,llm,,0.443316,,,
pi_have_a_google_kubernetes_cluster,realworld,True,llm,,0.861801,,,
pi_have_a_tekton_codepipelinecode_and,realworld,True,llm,,0.769517,,,
pi_want_to_pass_a_certificate,realworld,True,llm,,0.795403,,,
pi_want_to_reject_all_docker,realworld,True,llm,,0.688411,,,
pid_like_to_confirm_information_of,realworld,True,llm,,0.71232,,,
pim_trying_to_use_a_container,realworld,True,llm,,0.677872,,,
pim_using_argocd_and_i_want,realworld,True,llm,,0.714243,,,
pkubectl_provides_a_nice_way_to,realworld,True,llm,,0.640447,,,
precodespec_containers_image_nginx_imagepul,realworld,True,llm,,0.535002,,,
pthis_eks_cluster_has_a_private,realworld,True,llm,,0.790298,,,
pusing_kubernetes_v1157_in_minikube_and,realworld,True,llm,,0.635969,,,
pwhen_using_istio_with_kubernetes_a,realworld,True,llm,,0.659462,,,
pwith_kubectl_i_know_i_can,realworld,True,llm,,0.724362,,,
serviceaccount_pod_binding,realworld,True,llm,,0.868313,,,
anyof_intorstring,relationship,True,llm,,0.908585,,,
cronjob_job_pod,relationship,True,llm,,0.572692,,,
deep_deployment_container_resources,relationship,True,llm,,0.803453,,,
deep_statefulset_container_probe,relationship,True,llm,,0.785232,,,
deployment_pod_relation,relationship,True,llm,,0.820576,,,
extends_hpa_metric,relationship,True,llm,,0.787643,,,
hpa_deployment_pod,relationship,True,llm,,0.567427,,,
ingress_service_pod,relationship,True,llm,,0.674137,,,
namespace_quota_relation,relationship,True,llm,,0.676461,,,
networkpolicy_pod_selector,relationship,True,llm,,0.557894,,,
oneof_volume_source,relationship,True,llm,,0.615656,,,
pod_namespace_relation,relationship,False,llm,,0.709486,,,
pvc_storageclass,relationship,True,llm,,0.77486,,,
rbac_binding,relationship,True,llm,,0.488606,,,
secret_usage,relationship,True,llm,,0.753456,,,
service_selector,relationship,True,llm,,0.487793,,,
serviceaccount_token_binding,relationship,True,llm,,0.748816,,,
statefulset_pvc_pv,relationship,True,llm,,0.685709,,,
crashloopbackoff_oomkilled,troubleshooting,True,llm,,0.743371,,,
deployment_rollout_stuck,troubleshooting,True,llm,,0.624287,,,
imagepullbackoff_registry_secret,troubleshooting,True,llm,,0.541846,,,
pod_pending_no_resources,troubleshooting,True,llm,,0.613597,,,
service_no_endpoints,troubleshooting,True,llm,,0.619503,,,
clusterrole_read_pods,yaml_gen,False,llm,,0.713806,,,
clusterrolebinding_yaml,yaml_gen,True,llm,,0.636327,,,
configmap_env,yaml_gen,False,llm,,0.652137,,,
cronjob_backup,yaml_gen,True,llm,,0.615156,,,
daemonset_fluentd,yaml_gen,True,llm,,0.542076,,,
deployment_3_replicas,yaml_gen,True,llm,,0.721256,,,
deployment_liveness_probe,yaml_gen,True,llm,,0.63381,,,
ingress_rules,yaml_gen,True,llm,,0.798856,,,
networkpolicy_deny_all,yaml_gen,False,llm,,0.474032,,,
pod_configmap_volume,yaml_gen,True,llm,,0.701181,,,
pvc_dynamic,yaml_gen,False,llm,,0.585885,,,
rolebinding_dev,yaml_gen,False,llm,,0.665674,,,
service_nodeport,yaml_gen,True,llm,,0.515104,,,
statefulset_with_pvc,yaml_gen,True,llm,,0.773715,,,
yaml_layer3_required_fields,yaml_gen,True,llm,,0.641248,,,
